cloud_cover,diffuse_radiation,direct_radiation,relative_humidity_2m,surface_pressure,temperature_2m,time,wind_direction_10m,wind_speed_10m
96,0.0,0.0,75,1000.8,11.7,1672527600000,187,20.0
92,0.0,0.0,76,1001.2,11.4,1672531200000,186,19.9
93,0.0,0.0,75,1000.9,11.8,1672534800000,195,22.4
0,0.0,0.0,74,1000.8,11.9,1672538400000,191,22.4
0,0.0,0.0,75,1001.4,11.8,1672542000000,197,23.3
0,0.0,0.0,76,1001.3,11.6,1672545600000,199,23.2
28,0.0,0.0,80,1001.3,10.6,1672549200000,200,22.5
82,0.0,0.0,81,1001.3,10.1,1672552800000,199,20.2
91,0.0,0.0,78,1001.7,10.2,1672556400000,201,19.3
92,0.0,0.0,77,1002.3,10.3,1672560000000,200,19.6
68,6.0,4.0,77,1002.5,10.7,1672563600000,201,21.2
99,42.0,23.0,75,1003.0,11.6,1672567200000,199,19.8
97,67.0,92.0,75,1003.6,12.6,1672570800000,197,16.2
99,83.0,133.0,72,1003.5,13.9,1672574400000,190,12.8
75,97.0,115.0,67,1002.5,15.4,1672578000000,191,11.7
98,101.0,123.0,69,1001.7,16.1,1672581600000,192,15.1
96,80.0,84.0,60,1001.3,15.6,1672585200000,205,14.3
99,45.0,48.0,64,1001.3,14.4,1672588800000,204,12.6
97,9.0,4.0,67,1001.0,13.2,1672592400000,195,12.7
89,0.0,0.0,73,1000.8,12.1,1672596000000,201,13.9
96,0.0,0.0,73,1000.6,11.8,1672599600000,203,18.7
75,0.0,0.0,70,1000.5,11.6,1672603200000,196,21.3
87,0.0,0.0,69,1000.6,11.8,1672606800000,198,23.9
100,0.0,0.0,67,1000.4,11.8,1672610400000,197,23.7
97,0.0,0.0,67,1000.6,11.6,1672614000000,199,23.2
59,0.0,0.0,67,1000.5,11.4,1672617600000,196,22.9
61,0.0,0.0,64,999.7,12.3,1672621200000,197,20.4
100,0.0,0.0,63,999.4,12.1,1672624800000,195,24.3
100,0.0,0.0,69,999.4,11.6,1672628400000,191,25.7
100,0.0,0.0,70,998.9,11.4,1672632000000,191,21.6
100,0.0,0.0,67,999.0,11.7,1672635600000,195,21.2
100,0.0,0.0,64,999.3,11.7,1672639200000,196,16.5
100,0.0,0.0,66,1000.0,11.2,1672642800000,189,15.3
100,0.0,0.0,68,1000.4,10.7,1672646400000,189,11.3
100,2.0,0.0,68,1001.0,10.6,1672650000000,188,10.5
93,24.0,0.0,69,1001.6,10.8,1672653600000,176,11.2
63,69.0,30.0,68,1002.1,11.6,1672657200000,172,13.4
100,66.0,157.0,68,1002.5,13.6,1672660800000,182,13.3
100,82.0,45.0,65,1002.2,13.1,1672664400000,211,9.2
100,69.0,4.0,69,1002.3,13.2,1672668000000,201,12.0
100,33.0,0.0,70,1002.9,12.7,1672671600000,207,15.3
100,13.0,0.0,74,1003.8,12.8,1672675200000,211,16.0
100,3.0,0.0,80,1004.8,12.1,1672678800000,231,13.8
100,0.0,0.0,87,1006.0,11.4,1672682400000,267,13.0
100,0.0,0.0,88,1007.0,10.3,1672686000000,282,10.7
100,0.0,0.0,88,1007.7,9.6,1672689600000,255,7.1
100,0.0,0.0,87,1008.5,9.3,1672693200000,250,7.3
100,0.0,0.0,88,1008.8,8.8,1672696800000,267,6.8
100,0.0,0.0,88,1009.4,8.5,1672700400000,261,6.6
100,0.0,0.0,92,1009.8,7.5,1672704000000,257,6.6
100,0.0,0.0,91,1010.4,7.1,1672707600000,203,5.5
100,0.0,0.0,95,1010.3,6.3,1672711200000,164,6.7
100,0.0,0.0,97,1010.5,5.7,1672714800000,180,7.9
100,0.0,0.0,97,1010.5,4.7,1672718400000,203,9.0
100,0.0,0.0,92,1010.6,6.8,1672722000000,255,4.1
100,0.0,0.0,93,1011.0,5.8,1672725600000,277,2.9
100,0.0,0.0,91,1011.0,6.4,1672729200000,315,1.0
100,0.0,0.0,92,1011.3,6.2,1672732800000,167,3.3
100,8.0,0.0,96,1011.4,4.9,1672736400000,193,4.8
96,55.0,2.0,95,1012.0,5.9,1672740000000,228,5.4
39,82.0,84.0,92,1012.1,7.2,1672743600000,214,5.2
8,90.0,141.0,90,1012.1,8.4,1672747200000,189,6.6
30,60.0,230.0,82,1012.5,9.8,1672750800000,201,8.9
22,76.0,136.0,79,1012.2,10.2,1672754400000,192,8.5
18,69.0,96.0,80,1011.7,9.9,1672758000000,171,11.3
37,43.0,51.0,85,1011.7,8.9,1672761600000,187,9.4
28,8.0,6.0,91,1012.0,7.3,1672765200000,211,9.2
23,0.0,0.0,92,1012.0,6.9,1672768800000,216,8.5
47,0.0,0.0,95,1012.2,5.7,1672772400000,214,6.5
98,0.0,0.0,98,1012.3,4.4,1672776000000,225,6.6
100,0.0,0.0,98,1012.2,3.9,1672779600000,225,6.6
99,0.0,0.0,98,1011.9,3.8,1672783200000,192,7.0
95,0.0,0.0,98,1012.0,4.2,1672786800000,192,10.3
26,0.0,0.0,97,1011.7,4.3,1672790400000,193,12.9
63,0.0,0.0,96,1011.8,4.2,1672794000000,199,16.7
61,0.0,0.0,95,1011.4,4.0,1672797600000,202,17.4
35,0.0,0.0,96,1011.3,3.7,1672801200000,196,17.2
100,0.0,0.0,96,1011.0,4.2,1672804800000,194,19.6
100,0.0,0.0,96,1010.4,4.6,1672808400000,192,22.1
100,0.0,0.0,94,1009.9,4.9,1672812000000,193,23.7
100,0.0,0.0,91,1009.8,5.3,1672815600000,189,24.1
100,0.0,0.0,88,1009.5,5.8,1672819200000,192,24.3
100,1.0,0.0,83,1009.4,6.2,1672822800000,195,23.5
100,15.0,0.0,79,1009.1,6.9,1672826400000,192,25.0
100,38.0,0.0,75,1008.7,7.7,1672830000000,193,25.1
100,30.0,0.0,73,1008.5,8.2,1672833600000,194,25.9
100,101.0,13.0,77,1008.2,9.2,1672837200000,201,24.3
100,72.0,3.0,75,1007.9,10.2,1672840800000,203,22.3
100,40.0,5.0,75,1007.3,10.2,1672844400000,205,21.4
100,49.0,2.0,74,1006.9,10.4,1672848000000,207,23.8
100,8.0,0.0,75,1006.8,10.1,1672851600000,205,23.0
100,0.0,0.0,74,1006.5,10.2,1672855200000,206,22.1
100,0.0,0.0,80,1006.2,9.8,1672858800000,203,21.5
100,0.0,0.0,82,1006.2,9.8,1672862400000,210,21.1
100,0.0,0.0,81,1006.4,10.1,1672866000000,205,21.1
100,0.0,0.0,81,1006.2,10.2,1672869600000,206,23.2
100,0.0,0.0,82,1005.6,10.2,1672873200000,207,25.9
100,0.0,0.0,82,1005.7,10.3,1672876800000,207,25.4
100,0.0,0.0,86,1004.9,9.9,1672880400000,205,27.1
100,0.0,0.0,86,1004.6,10.2,1672884000000,205,26.6
100,0.0,0.0,85,1004.5,10.4,1672887600000,205,26.3
100,0.0,0.0,85,1004.5,10.6,1672891200000,209,22.2
100,0.0,0.0,85,1004.3,10.4,1672894800000,203,20.0
100,0.0,0.0,84,1004.3,10.6,1672898400000,209,22.6
100,0.0,0.0,84,1005.2,11.1,1672902000000,231,20.0
100,0.0,0.0,89,1005.9,10.2,1672905600000,216,11.1
100,1.0,0.0,92,1006.0,9.7,1672909200000,212,11.5
100,9.0,0.0,92,1006.4,9.8,1672912800000,214,10.4
64,70.0,6.0,91,1007.0,10.6,1672916400000,210,12.4
85,73.0,60.0,83,1007.2,11.9,1672920000000,247,14.8
100,87.0,128.0,79,1007.0,12.2,1672923600000,240,12.4
100,112.0,39.0,75,1006.8,12.6,1672927200000,256,13.7
88,70.0,32.0,77,1006.8,12.4,1672930800000,266,10.1
84,42.0,25.0,85,1006.9,11.2,1672934400000,238,4.7
100,9.0,4.0,90,1006.8,9.1,1672938000000,213,7.3
100,0.0,0.0,88,1006.8,9.8,1672941600000,209,8.2
85,0.0,0.0,89,1006.7,9.6,1672945200000,206,10.0
96,0.0,0.0,87,1006.6,10.1,1672948800000,198,11.7
100,0.0,0.0,89,1006.6,10.1,1672952400000,193,13.3
100,0.0,0.0,90,1006.7,9.6,1672956000000,190,14.6
98,0.0,0.0,91,1006.2,9.2,1672959600000,184,15.5
100,0.0,0.0,94,1006.0,8.3,1672963200000,185,13.4
100,0.0,0.0,94,1005.1,9.7,1672966800000,202,12.4
100,0.0,0.0,93,1004.9,9.7,1672970400000,200,13.4
100,0.0,0.0,94,1005.0,9.6,1672974000000,202,13.2
100,0.0,0.0,95,1004.8,9.4,1672977600000,207,10.9
100,0.0,0.0,96,1004.6,9.2,1672981200000,199,11.0
100,0.0,0.0,96,1004.4,9.2,1672984800000,201,12.3
100,0.0,0.0,95,1004.4,9.2,1672988400000,207,11.3
100,0.0,0.0,95,1005.1,9.2,1672992000000,223,8.4
100,2.0,0.0,95,1005.5,9.4,1672995600000,230,6.1
100,34.0,2.0,92,1006.1,10.1,1672999200000,232,10.0
97,85.0,36.0,80,1006.2,10.9,1673002800000,225,10.2
98,90.0,45.0,78,1005.8,11.4,1673006400000,196,13.5
100,115.0,47.0,77,1005.1,11.0,1673010000000,218,12.3
100,70.0,0.0,80,1004.7,11.2,1673013600000,212,12.3
100,55.0,0.0,82,1004.6,11.2,1673017200000,205,12.7
100,34.0,0.0,82,1004.7,11.1,1673020800000,201,10.8
100,6.0,0.0,81,1004.7,10.6,1673024400000,202,11.3
100,0.0,0.0,81,1004.6,10.4,1673028000000,207,12.6
100,0.0,0.0,81,1004.7,10.2,1673031600000,213,12.5
100,0.0,0.0,85,1004.9,9.6,1673035200000,214,11.7
96,0.0,0.0,88,1004.6,9.3,1673038800000,202,10.5
56,0.0,0.0,90,1004.3,8.9,1673042400000,196,9.3
42,0.0,0.0,95,1004.1,7.3,1673046000000,194,5.9
83,0.0,0.0,97,1004.0,6.4,1673049600000,174,6.9
36,0.0,0.0,92,1003.8,7.8,1673053200000,191,13.2
52,0.0,0.0,91,1003.4,7.8,1673056800000,192,12.5
45,0.0,0.0,94,1002.8,7.0,1673060400000,184,10.8
3,0.0,0.0,96,1002.1,6.1,1673064000000,188,10.5
0,0.0,0.0,96,1001.6,5.6,1673067600000,188,10.5
0,0.0,0.0,97,1000.8,5.1,1673071200000,176,10.5
0,0.0,0.0,97,1000.2,4.6,1673074800000,174,10.5
0,0.0,0.0,97,1000.0,4.2,1673078400000,182,11.5
0,6.0,5.0,97,999.4,4.4,1673082000000,178,13.0
0,33.0,66.0,93,999.2,5.8,1673085600000,177,14.8
4,47.0,153.0,88,999.0,7.1,1673089200000,183,14.4
0,54.0,216.0,83,998.3,8.2,1673092800000,184,15.5
2,57.0,241.0,73,997.2,10.2,1673096400000,187,12.3
0,54.0,227.0,72,996.2,11.2,1673100000000,188,13.4
21,49.0,167.0,73,995.5,11.2,1673103600000,199,13.3
75,36.0,83.0,70,995.3,10.4,1673107200000,197,17.3
7,11.0,10.0,71,995.0,9.1,1673110800000,193,16.6
92,0.0,0.0,74,994.7,8.6,1673114400000,194,16.7
80,0.0,0.0,76,994.5,8.1,1673118000000,195,17.1
100,0.0,0.0,76,994.3,7.7,1673121600000,193,19.6
99,0.0,0.0,77,994.5,7.2,1673125200000,196,21.0
100,0.0,0.0,73,994.2,7.9,1673128800000,197,19.9
93,0.0,0.0,73,993.8,8.1,1673132400000,191,20.5
100,0.0,0.0,76,993.2,7.3,1673136000000,192,19.1
100,0.0,0.0,73,992.6,8.3,1673139600000,199,17.9
100,0.0,0.0,74,992.2,8.1,1673143200000,195,17.9
100,0.0,0.0,74,992.1,7.7,1673146800000,198,20.0
100,0.0,0.0,75,991.3,7.2,1673150400000,193,18.5
100,0.0,0.0,74,991.1,7.6,1673154000000,198,21.6
100,0.0,0.0,82,991.1,7.5,1673157600000,200,22.2
100,0.0,0.0,87,990.7,7.8,1673161200000,201,22.3
100,0.0,0.0,90,990.9,8.0,1673164800000,204,20.5
100,2.0,0.0,87,990.5,8.6,1673168400000,200,21.4
100,30.0,0.0,84,990.4,9.0,1673172000000,199,22.1
100,79.0,1.0,84,990.0,9.1,1673175600000,198,22.3
100,84.0,11.0,82,989.6,9.6,1673179200000,199,24.4
100,108.0,7.0,85,989.2,9.5,1673182800000,195,20.1
100,100.0,19.0,84,988.4,9.6,1673186400000,192,19.5
99,108.0,14.0,82,987.7,9.8,1673190000000,190,19.0
94,53.0,19.0,81,987.0,9.4,1673193600000,187,19.6
100,13.0,6.0,86,986.4,8.3,1673197200000,195,16.4
99,0.0,0.0,89,985.6,7.4,1673200800000,195,15.3
100,0.0,0.0,90,984.9,6.9,1673204400000,197,15.0
100,0.0,0.0,89,984.2,6.6,1673208000000,196,15.4
100,0.0,0.0,85,983.9,7.2,1673211600000,191,16.9
100,0.0,0.0,87,983.4,7.4,1673215200000,190,19.0
100,0.0,0.0,91,982.4,7.6,1673218800000,183,20.2
100,0.0,0.0,90,982.2,7.7,1673222400000,198,20.0
100,0.0,0.0,89,981.2,8.4,1673226000000,204,22.1
100,0.0,0.0,91,981.2,8.1,1673229600000,224,14.5
91,0.0,0.0,90,981.6,8.4,1673233200000,219,14.8
100,0.0,0.0,85,982.9,7.9,1673236800000,258,20.6
100,0.0,0.0,84,984.5,7.6,1673240400000,243,16.6
35,0.0,0.0,83,985.4,7.2,1673244000000,221,16.6
100,0.0,0.0,83,986.2,5.9,1673247600000,201,18.5
100,0.0,0.0,84,986.6,6.1,1673251200000,188,23.3
100,2.0,0.0,83,986.7,6.4,1673254800000,200,23.7
100,17.0,0.0,83,986.9,6.8,1673258400000,199,20.6
100,69.0,29.0,77,986.9,7.7,1673262000000,207,23.8
98,117.0,14.0,75,986.8,8.0,1673265600000,229,24.0
100,134.0,48.0,76,987.1,8.2,1673269200000,218,20.0
98,75.0,148.0,75,987.6,7.3,1673272800000,215,19.4
94,83.0,7.0,79,987.8,7.7,1673276400000,216,16.0
99,56.0,8.0,81,988.9,6.4,1673280000000,227,15.3
85,11.0,2.0,84,989.7,5.8,1673283600000,208,12.2
100,0.0,0.0,83,991.0,6.1,1673287200000,228,15.5
100,0.0,0.0,82,991.8,6.0,1673290800000,225,13.2
95,0.0,0.0,86,992.7,5.5,1673294400000,214,14.3
100,0.0,0.0,88,993.6,5.1,1673298000000,224,15.5
100,0.0,0.0,90,994.4,5.0,1673301600000,213,15.4
100,0.0,0.0,91,995.3,4.9,1673305200000,232,12.8
92,0.0,0.0,87,996.6,5.8,1673308800000,272,16.9
82,0.0,0.0,88,997.0,5.5,1673312400000,263,14.2
58,0.0,0.0,86,998.6,5.3,1673316000000,279,20.4
23,0.0,0.0,84,1000.0,5.1,1673319600000,275,20.2
14,0.0,0.0,83,1001.0,4.7,1673323200000,272,16.9
42,0.0,0.0,86,1001.9,4.0,1673326800000,265,13.4
59,0.0,0.0,89,1002.8,3.2,1673330400000,244,9.2
29,0.0,0.0,91,1003.5,3.2,1673334000000,214,8.3
58,0.0,0.0,92,1004.4,3.1,1673337600000,211,8.4
46,7.0,2.0,91,1005.3,3.8,1673341200000,202,11.6
99,42.0,31.0,85,1005.8,4.9,1673344800000,200,15.7
78,80.0,27.0,79,1006.4,5.9,1673348400000,201,17.8
98,116.0,11.0,77,1006.5,6.3,1673352000000,203,20.0
100,103.0,120.0,72,1006.0,7.2,1673355600000,202,19.1
100,76.0,192.0,64,1005.4,8.2,1673359200000,207,19.3
100,109.0,43.0,64,1004.9,8.1,1673362800000,195,17.1
83,53.0,61.0,70,1004.5,7.2,1673366400000,188,17.5
100,14.0,7.0,72,1003.7,6.1,1673370000000,184,18.4
100,0.0,0.0,66,1003.4,6.4,1673373600000,191,20.5
100,0.0,0.0,62,1003.0,6.6,1673377200000,192,19.8
100,0.0,0.0,65,1002.4,6.5,1673380800000,191,21.6
100,0.0,0.0,62,1001.8,6.8,1673384400000,191,22.0
100,0.0,0.0,60,1001.4,6.9,1673388000000,194,21.5
100,0.0,0.0,59,1001.2,7.2,1673391600000,195,21.7
100,0.0,0.0,61,1001.1,7.2,1673395200000,195,22.4
100,0.0,0.0,63,1000.4,7.7,1673398800000,191,27.2
100,0.0,0.0,65,999.9,8.1,1673402400000,194,29.3
100,0.0,0.0,69,999.5,8.4,1673406000000,194,29.3
100,0.0,0.0,69,999.1,8.9,1673409600000,197,27.6
100,0.0,0.0,71,998.7,9.1,1673413200000,197,27.4
100,0.0,0.0,72,998.2,9.1,1673416800000,193,27.0
100,0.0,0.0,73,997.4,9.1,1673420400000,189,27.3
100,0.0,0.0,72,997.4,9.4,1673424000000,194,24.5
100,3.0,0.0,75,997.8,9.2,1673427600000,194,21.9
100,8.0,0.0,78,997.9,9.1,1673431200000,193,19.6
100,20.0,0.0,83,998.1,9.1,1673434800000,198,19.7
100,18.0,1.0,86,998.2,9.3,1673438400000,209,16.9
100,9.0,0.0,92,997.5,9.2,1673442000000,204,19.7
100,21.0,0.0,90,998.0,9.9,1673445600000,234,15.5
100,26.0,0.0,87,998.6,10.1,1673449200000,237,17.2
100,33.0,0.0,87,999.6,9.8,1673452800000,255,16.8
100,10.0,0.0,86,1000.3,9.1,1673456400000,262,16.0
100,0.0,0.0,86,1001.4,8.4,1673460000000,248,13.2
8,0.0,0.0,89,1002.0,7.5,1673463600000,221,11.5
12,0.0,0.0,90,1002.6,6.9,1673467200000,214,13.5
59,0.0,0.0,90,1003.0,6.7,1673470800000,210,15.0
95,0.0,0.0,91,1003.2,6.7,1673474400000,204,16.1
100,0.0,0.0,92,1003.2,6.4,1673478000000,193,17.7
100,0.0,0.0,90,1003.3,6.8,1673481600000,195,18.6
100,0.0,0.0,86,1003.4,7.2,1673485200000,209,17.7
100,0.0,0.0,84,1002.9,7.3,1673488800000,206,20.0
100,0.0,0.0,84,1002.9,7.2,1673492400000,204,19.7
99,0.0,0.0,80,1002.5,7.8,1673496000000,204,21.7
100,0.0,0.0,79,1002.3,7.9,1673499600000,206,22.1
100,0.0,0.0,79,1001.7,8.1,1673503200000,207,23.0
100,0.0,0.0,77,1001.1,8.1,1673506800000,203,25.3
100,0.0,0.0,77,1001.0,8.1,1673510400000,203,27.3
100,4.0,0.0,76,1001.1,8.3,1673514000000,202,28.7
100,28.0,0.0,75,1001.2,8.7,1673517600000,201,28.6
100,46.0,0.0,72,1000.8,9.2,1673521200000,202,29.5
100,40.0,0.0,71,1000.3,9.6,1673524800000,205,29.3
100,44.0,0.0,70,1000.3,9.9,1673528400000,206,28.8
100,30.0,0.0,71,999.8,9.9,1673532000000,204,28.8
100,26.0,0.0,71,999.3,9.9,1673535600000,204,27.9
100,16.0,0.0,70,999.2,9.9,1673539200000,204,27.9
100,4.0,0.0,70,999.3,9.9,1673542800000,204,26.1
100,0.0,0.0,68,998.6,10.1,1673546400000,201,27.3
100,0.0,0.0,66,998.1,10.2,1673550000000,201,26.7
100,0.0,0.0,64,997.6,10.4,1673553600000,202,26.5
100,0.0,0.0,63,997.4,10.6,1673557200000,202,25.7
100,0.0,0.0,65,997.0,10.7,1673560800000,203,26.9
100,0.0,0.0,67,997.0,10.6,1673564400000,204,27.9
100,0.0,0.0,68,996.9,10.6,1673568000000,202,26.0
100,0.0,0.0,71,996.0,10.2,1673571600000,200,31.0
100,0.0,0.0,69,995.2,10.6,1673575200000,201,30.6
100,0.0,0.0,68,995.2,10.8,1673578800000,200,27.9
100,0.0,0.0,68,994.9,10.6,1673582400000,199,28.6
100,0.0,0.0,68,994.6,10.5,1673586000000,193,29.9
100,0.0,0.0,73,993.9,10.1,1673589600000,195,30.9
100,0.0,0.0,80,994.4,9.5,1673593200000,200,27.9
100,0.0,0.0,80,994.8,9.5,1673596800000,197,25.3
100,3.0,1.0,82,995.4,9.4,1673600400000,197,20.7
87,28.0,5.0,78,996.1,9.8,1673604000000,206,22.1
100,50.0,0.0,87,996.6,9.0,1673607600000,202,15.5
72,109.0,33.0,81,997.1,9.2,1673611200000,235,16.8
61,81.0,106.0,73,997.8,9.8,1673614800000,216,18.6
39,74.0,180.0,75,997.8,9.6,1673618400000,223,18.8
59,69.0,102.0,75,998.3,9.4,1673622000000,222,19.4
30,50.0,58.0,73,998.7,9.1,1673625600000,229,18.1
95,14.0,12.0,75,999.8,7.8,1673629200000,238,16.5
95,0.0,0.0,74,1000.9,7.7,1673632800000,242,15.1
52,0.0,0.0,74,1001.5,7.4,1673636400000,236,14.8
28,0.0,0.0,78,1002.2,6.7,1673640000000,218,11.0
73,0.0,0.0,81,1002.9,6.4,1673643600000,207,13.4
29,0.0,0.0,86,1003.3,6.1,1673647200000,198,15.9
32,0.0,0.0,88,1003.7,5.7,1673650800000,196,16.5
93,0.0,0.0,87,1004.0,5.5,1673654400000,198,18.2
98,0.0,0.0,86,1003.9,5.7,1673658000000,202,19.1
100,0.0,0.0,83,1003.9,6.3,1673661600000,203,19.5
97,0.0,0.0,86,1004.0,6.3,1673665200000,199,19.5
100,0.0,0.0,88,1003.4,5.9,1673668800000,194,18.9
100,0.0,0.0,90,1002.7,5.4,1673672400000,196,18.7
100,0.0,0.0,87,1001.8,5.9,1673676000000,195,21.2
100,0.0,0.0,84,1001.2,6.7,1673679600000,199,22.4
100,0.0,0.0,83,1001.0,6.7,1673683200000,196,21.8
100,6.0,0.0,81,1000.2,6.7,1673686800000,195,20.5
100,27.0,0.0,75,999.2,7.6,1673690400000,193,20.7
100,68.0,6.0,73,998.5,8.5,1673694000000,192,20.3
100,38.0,1.0,73,997.3,8.6,1673697600000,190,22.0
100,58.0,6.0,74,996.0,9.1,1673701200000,192,24.3
100,70.0,4.0,68,994.5,9.5,1673704800000,193,25.8
100,24.0,0.0,68,993.7,9.5,1673708400000,197,25.6
100,21.0,0.0,69,993.2,9.5,1673712000000,193,28.1
100,5.0,0.0,72,993.0,9.4,1673715600000,194,29.3
100,0.0,0.0,76,992.5,9.4,1673719200000,194,30.4
100,0.0,0.0,84,991.4,8.9,1673722800000,193,31.8
100,0.0,0.0,86,990.6,9.0,1673726400000,196,31.5
100,0.0,0.0,82,990.2,9.8,1673730000000,197,32.0
100,0.0,0.0,82,989.8,10.2,1673733600000,196,30.3
100,0.0,0.0,84,989.4,10.1,1673737200000,191,29.7
100,0.0,0.0,85,988.7,10.1,1673740800000,192,30.1
100,0.0,0.0,85,986.9,10.6,1673744400000,194,33.0
100,0.0,0.0,83,986.1,11.0,1673748000000,193,32.6
100,0.0,0.0,81,985.7,10.9,1673751600000,192,32.8
100,0.0,0.0,81,985.4,10.9,1673755200000,197,30.1
100,0.0,0.0,81,986.1,11.0,1673758800000,226,22.4
100,0.0,0.0,91,987.4,8.8,1673762400000,308,17.7
100,0.0,0.0,85,988.0,7.6,1673766000000,283,15.9
100,0.0,0.0,88,988.9,6.9,1673769600000,301,13.9
100,1.0,0.0,87,989.7,6.7,1673773200000,264,13.8
100,8.0,0.0,87,990.8,6.2,1673776800000,225,11.2
100,20.0,0.0,88,992.1,6.1,1673780400000,219,13.8
100,38.0,0.0,83,992.5,6.1,1673784000000,204,16.6
98,57.0,0.0,83,992.9,5.3,1673787600000,205,16.3
24,87.0,0.0,80,992.9,5.6,1673791200000,197,21.9
57,75.0,128.0,80,993.1,5.8,1673794800000,196,27.0
3,50.0,82.0,77,993.1,5.8,1673798400000,196,26.6
39,15.0,20.0,77,993.0,5.1,1673802000000,197,24.8
28,0.0,0.0,76,992.5,4.7,1673805600000,198,25.4
28,0.0,0.0,74,992.1,4.4,1673809200000,197,22.6
13,0.0,0.0,74,991.4,4.0,1673812800000,192,21.3
95,0.0,0.0,74,990.8,3.7,1673816400000,191,20.5
99,0.0,0.0,73,990.1,3.5,1673820000000,186,20.3
88,0.0,0.0,69,989.2,3.5,1673823600000,189,22.6
99,0.0,0.0,68,988.1,3.5,1673827200000,195,23.1
95,0.0,0.0,67,987.1,4.2,1673830800000,200,23.8
28,0.0,0.0,65,985.8,4.8,1673834400000,198,23.8
13,0.0,0.0,68,984.3,4.2,1673838000000,195,24.2
32,0.0,0.0,67,982.2,4.2,1673841600000,194,26.7
99,0.0,0.0,66,980.3,4.2,1673845200000,192,25.4
100,0.0,0.0,65,977.9,4.2,1673848800000,188,23.3
100,0.0,0.0,62,975.9,4.4,1673852400000,185,23.9
100,0.0,0.0,58,974.3,4.8,1673856000000,188,24.0
100,4.0,0.0,50,972.8,5.9,1673859600000,191,26.8
100,19.0,0.0,60,972.1,5.3,1673863200000,195,30.9
100,39.0,0.0,67,971.4,5.5,1673866800000,188,31.6
99,51.0,0.0,67,970.0,6.3,1673870400000,187,31.5
96,158.0,47.0,68,969.0,7.2,1673874000000,179,35.3
84,100.0,169.0,66,967.7,7.1,1673877600000,183,43.3
100,101.0,64.0,69,966.6,6.9,1673881200000,184,39.0
100,63.0,12.0,77,966.5,5.4,1673884800000,198,37.1
100,13.0,0.0,84,967.4,5.1,1673888400000,211,32.5
100,0.0,0.0,83,968.2,4.8,1673892000000,219,29.7
100,0.0,0.0,81,969.2,4.9,1673895600000,224,25.0
100,0.0,0.0,84,970.3,4.4,1673899200000,210,22.4
100,0.0,0.0,87,971.0,3.8,1673902800000,212,19.6
100,0.0,0.0,80,971.0,4.2,1673906400000,224,19.9
63,0.0,0.0,80,971.4,3.7,1673910000000,225,18.8
31,0.0,0.0,80,972.0,3.0,1673913600000,229,16.6
81,0.0,0.0,84,972.2,2.5,1673917200000,205,12.7
37,0.0,0.0,90,972.5,2.0,1673920800000,190,14.3
39,0.0,0.0,91,972.7,1.8,1673924400000,189,14.6
21,0.0,0.0,92,972.2,1.4,1673928000000,197,13.9
36,0.0,0.0,93,972.1,0.9,1673931600000,196,13.5
34,0.0,0.0,94,971.7,0.6,1673935200000,201,12.3
100,0.0,0.0,95,971.3,-0.1,1673938800000,198,7.2
100,0.0,0.0,97,970.9,-1.9,1673942400000,168,8.8
69,12.0,4.0,97,970.7,-0.6,1673946000000,107,3.8
100,41.0,76.0,93,970.2,1.2,1673949600000,54,8.0
100,70.0,148.0,86,970.0,2.7,1673953200000,45,8.7
100,158.0,52.0,81,969.4,3.2,1673956800000,29,11.1
100,166.0,35.0,77,968.7,4.9,1673960400000,39,11.5
100,159.0,68.0,63,968.1,5.2,1673964000000,44,14.5
100,133.0,31.0,63,967.7,5.1,1673967600000,35,15.0
100,85.0,7.0,68,967.5,4.6,1673971200000,26,14.8
100,18.0,0.0,71,967.6,3.5,1673974800000,33,13.8
100,0.0,0.0,74,968.0,3.3,1673978400000,43,12.2
100,0.0,0.0,76,968.5,3.2,1673982000000,55,10.6
100,0.0,0.0,83,969.0,2.4,1673985600000,47,9.4
100,0.0,0.0,88,969.3,1.8,1673989200000,38,10.0
100,0.0,0.0,93,969.3,1.4,1673992800000,37,9.5
100,0.0,0.0,96,969.6,1.0,1673996400000,31,9.2
100,0.0,0.0,98,969.8,0.9,1674000000000,33,9.9
100,0.0,0.0,99,969.6,0.9,1674003600000,26,12.4
100,0.0,0.0,96,970.1,0.9,1674007200000,13,11.4
96,0.0,0.0,95,970.7,0.9,1674010800000,340,10.7
100,0.0,0.0,94,971.4,0.6,1674014400000,334,9.2
100,0.0,0.0,95,972.1,0.2,1674018000000,317,7.9
100,0.0,0.0,94,973.1,0.4,1674021600000,311,11.0
100,0.0,0.0,93,974.2,0.2,1674025200000,314,11.5
100,0.0,0.0,93,975.5,0.2,1674028800000,317,9.4
100,5.0,0.0,91,976.6,0.4,1674032400000,321,7.9
88,55.0,6.0,84,977.8,1.2,1674036000000,312,8.7
80,105.0,55.0,76,979.0,2.0,1674039600000,321,9.7
71,90.0,190.0,69,979.6,3.0,1674043200000,329,9.7
100,110.0,182.0,61,980.0,3.3,1674046800000,311,11.0
100,85.0,133.0,57,980.4,3.8,1674050400000,310,10.7
63,97.0,112.0,54,981.1,3.8,1674054000000,305,11.4
61,54.0,86.0,58,982.3,3.2,1674057600000,288,10.6
35,20.0,23.0,67,983.1,1.1,1674061200000,283,8.1
96,0.0,0.0,76,983.9,-0.4,1674064800000,279,7.3
